region,subregion,station,abbreviation,elevation,year,month,precip,avg precip,pct of avg
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Jan,6.23,6.19,101.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Feb,1.49,6.02,25.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Mar,5.66,5.15,110.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Apr,4.55,3.12,146.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,May,0.01,1.23,1.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Jun,0.0,0.29,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Jul,0.0,0.06,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Aug,0.0,0.04,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Sep,0.0,0.44,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Oct-Sep,22.51,33.39,67.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,2012,Wat-Yr,,33.39,67.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Oct,1.69,1.14,148.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Nov,1.37,3.02,45.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Dec,0.0,3.95,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Jan,4.64,4.09,113.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Feb,1.32,4.01,33.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Mar,4.92,4.01,123.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Apr,3.73,2.32,161.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,May,0.0,0.85,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Jun,0.07,0.13,54.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Jul,0.0,0.04,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Aug,,0.04,
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Sep,0.0,0.45,0.0
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Oct-Sep,,24.05,
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,2012,Wat-Yr,,24.05,
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Oct,0.32,0.26,123.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Nov,0.98,0.76,129.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Dec,0.0,1.28,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Jan,0.62,1.47,42.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Feb,0.02,1.68,1.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Mar,1.08,1.03,105.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Apr,1.93,0.59,327.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,May,0.0,0.23,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Jun,0.0,0.06,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Jul,0.0,0.03,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Aug,0.0,0.02,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Sep,0.0,0.17,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Oct-Sep,4.95,7.58,65.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,2012,Wat-Yr,,7.58,65.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Oct,0.55,0.31,177.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Nov,0.76,0.55,138.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Dec,0.0,0.84,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Jan,0.44,1.04,42.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Feb,0.29,1.18,25.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Mar,1.27,1.0,127.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Apr,1.62,0.74,219.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,May,0.0,0.23,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Jun,0.0,0.09,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Jul,0.02,0.02,100.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Aug,0.0,0.03,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Sep,0.0,0.09,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Oct-Sep,4.95,6.12,81.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield Airport,BFK,494,2012,Wat-Yr,,6.12,81.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Oct,1.01,0.5,202.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Nov,1.08,1.2,90.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Dec,0.0,1.92,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Jan,1.45,2.2,66.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Feb,0.34,2.11,16.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Mar,2.27,1.84,123.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Apr,3.85,1.25,308.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,May,0.0,0.43,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Jun,0.0,0.09,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Jul,0.0,0.01,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Aug,0.0,0.04,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Sep,0.0,0.2,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Oct-Sep,10.0,11.79,85.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,2012,Wat-Yr,,11.79,85.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Oct,0.58,0.3,193.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Nov,1.06,0.64,166.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Dec,0.03,0.99,3.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Jan,0.29,1.18,25.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Feb,0.3,1.31,23.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Mar,1.26,1.16,109.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Apr,1.5,0.85,176.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,May,0.0,0.24,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Jun,0.0,0.06,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Jul,0.0,0.02,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Aug,0.0,0.0,
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Sep,0.0,0.18,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Oct-Sep,5.02,6.93,72.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,2012,Wat-Yr,,6.93,72.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Oct,0.9,0.48,188.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Nov,0.67,1.11,60.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Dec,0.0,1.76,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Jan,1.38,2.01,69.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Feb,0.75,2.08,36.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Mar,2.43,1.85,131.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Apr,2.02,1.08,187.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,May,0.0,0.28,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Jun,0.0,0.07,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Jul,0.0,0.0,
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Aug,0.0,0.02,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Sep,0.0,0.15,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Oct-Sep,8.15,10.89,75.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Airport,FRO,328,2012,Wat-Yr,,10.89,75.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Oct,0.0,0.46,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Nov,0.37,0.98,38.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Dec,0.0,1.75,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Jan,0.42,2.04,21.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Feb,0.31,2.1,15.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Mar,1.6,1.74,92.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Apr,2.78,1.06,262.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,May,0.0,0.32,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Jun,0.35,0.07,500.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Jul,0.0,0.02,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Aug,0.0,0.01,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Sep,0.0,0.12,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Oct-Sep,5.83,10.67,55.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,2012,Wat-Yr,,10.67,55.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Oct,0.48,0.26,185.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Nov,0.71,0.96,74.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Dec,0.01,1.18,1.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Jan,0.61,1.55,39.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Feb,0.45,1.43,31.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Mar,1.72,1.11,155.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Apr,1.79,0.76,236.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,May,0.03,0.26,12.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Jun,0.0,0.05,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Jul,0.0,0.01,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Aug,0.0,0.02,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Sep,0.0,0.21,0.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Oct-Sep,5.8,7.8,74.0
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,2012,Wat-Yr,,7.8,74.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Oct,4.1,1.96,209.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Nov,2.68,5.16,52.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Dec,0.0,7.81,0.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Jan,6.4,7.48,86.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Feb,1.56,7.22,22.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Mar,6.88,7.56,91.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Apr,6.37,4.32,147.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,May,0.26,1.17,22.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Jun,0.25,0.28,89.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Jul,0.0,0.06,0.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Aug,0.04,0.07,57.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Sep,0.0,0.54,0.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Oct-Sep,28.54,43.63,65.0
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,2012,Wat-Yr,,43.63,65.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Oct,1.98,0.83,239.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Nov,1.15,1.82,63.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Dec,0.0,3.37,0.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Jan,2.94,3.77,78.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Feb,1.61,3.46,47.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Mar,3.51,3.05,115.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Apr,3.2,1.86,172.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,May,0.02,0.6,3.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Jun,0.01,0.11,9.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Jul,0.0,0.02,0.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Aug,0.01,0.0,
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Sep,0.0,0.19,0.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Oct-Sep,14.43,19.08,76.0
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,2012,Wat-Yr,,19.08,76.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Oct,3.42,1.2,285.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Nov,2.92,3.6,81.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Dec,0.0,5.4,0.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Jan,7.8,6.8,115.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Feb,2.3,6.3,37.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Mar,6.21,6.2,100.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Apr,4.93,3.1,159.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,May,0.72,1.3,55.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Jun,0.42,0.8,52.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Jul,0.5,0.6,83.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Aug,1.2,0.2,600.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Sep,0.47,0.7,67.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Oct-Sep,30.89,36.2,85.0
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,2012,Wat-Yr,,36.2,85.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Oct,6.82,1.7,401.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Nov,1.94,4.7,41.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Dec,0.0,8.5,0.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Jan,8.11,8.6,94.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Feb,2.23,8.7,26.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Mar,6.54,7.0,93.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Apr,1.11,5.4,21.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,May,0.0,1.9,0.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Jun,0.0,0.7,0.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Jul,0.0,0.1,0.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Aug,0.0,0.2,0.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Sep,0.0,0.5,0.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Oct-Sep,26.75,48.0,56.0
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,2012,Wat-Yr,,48.0,56.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Oct,4.48,1.59,282.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Nov,2.02,4.0,50.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Dec,0.04,7.92,1.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Jan,7.45,8.72,85.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Feb,1.66,8.14,20.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Mar,5.62,6.71,84.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Apr,6.31,4.34,145.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,May,0.01,1.62,1.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Jun,0.11,0.42,26.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Jul,0.0,0.14,0.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Aug,0.28,0.2,140.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Sep,0.0,0.73,0.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Oct-Sep,27.98,44.53,63.0
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,2012,Wat-Yr,,44.53,63.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Oct,3.3,1.53,216.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Nov,,4.28,
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Dec,0.0,7.77,0.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Jan,9.0,7.81,115.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Feb,2.5,7.92,32.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Mar,8.2,6.36,129.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Apr,7.3,4.89,149.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,May,1.0,1.72,58.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Jun,0.3,0.62,48.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Jul,,0.13,
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Aug,0.0,0.15,0.0
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Sep,,0.45,
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Oct-Sep,,43.63,
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,2012,Wat-Yr,,43.63,
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Oct,3.32,1.2,277.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Nov,2.32,3.6,64.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Dec,0.01,4.0,0.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Jan,6.71,7.4,91.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Feb,2.03,6.9,29.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Mar,4.93,5.2,95.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Apr,4.92,3.1,159.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,May,1.0,1.7,59.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Jun,0.31,1.0,31.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Jul,0.2,0.3,67.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Aug,0.5,0.3,167.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Sep,0.01,0.5,2.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Oct-Sep,26.26,35.2,75.0
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,2012,Wat-Yr,,35.2,75.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Oct,2.2,1.01,218.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Nov,1.69,2.55,66.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Dec,0.0,4.5,0.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Jan,4.39,4.74,93.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Feb,1.55,4.65,33.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Mar,2.98,4.17,71.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Apr,4.97,2.89,172.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,May,0.07,1.0,7.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Jun,0.0,0.25,0.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Jul,0.0,0.04,0.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Aug,0.0,0.09,0.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Sep,0.0,0.36,0.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Oct-Sep,17.85,26.25,68.0
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,2012,Wat-Yr,,26.25,68.0
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,2012,Oct,0.33,0.92,36.0
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,2012,Nov,1.44,2.2,65.0
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,2012,Dec,0.0,3.67,0.0
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,2012,Jan,3.64,4.17,87.0
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,2012,Feb,0.53,3.6,15.0
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,2012,Mar,4.52,3.33,136.0
